,director_name,imdb_score,movie_title
4915,Ricki Stern,7.7,The Trials of Darryl Hunt?
4759,Hao Ning,7.7,Crazy Stone?
1772,Matthew Vaughn,7.7,Kick-Ass?
3419,,7.7,Wuthering Heights?            
1014,David Cronenberg,7.7,Eastern Promises?
284,Steven Spielberg,7.7,Minority Report?
1407,Ethan Coen,7.7,True Grit?
2638,David Ayer,7.7,End of Watch?
330,Ridley Scott,7.7,Black Hawk Down?
4730,Tom McCarthy,7.7,The Station Agent?
3740,Alfonso Cuar¨®n,7.7,Y Tu Mam¨¢ Tambi¨¦n?
4485,James Wan,7.7,Saw?
3771,Atom Egoyan,7.7,The Sweet Hereafter?
3368,Jonathan Levine,7.7,50/50?
1403,John Lee Hancock,7.7,The Blind Side?
1085,Antoine Fuqua,7.7,Training Day?
3507,,7.7,Nikita?            
2260,Alejandro G. I?¨¢rritu,7.7,21 Grams?
26,James Cameron,7.7,Titanic?
4566,Chris Paine,7.7,Who Killed the Electric Car??
4491,Kenneth Lonergan,7.7,You Can Count on Me?
457,Sam Mendes,7.7,Road to Perdition?
4922,Andrew Haigh,7.7,Weekend?
4714,Johanna Schwartz,7.7,They Will Have to Kill Us First?
3759,Denys Arcand,7.7,The Barbarian Invasions?
1739,Ron Howard,7.7,Frost/Nixon?
2664,Woody Allen,7.7,Match Point?
1094,Richard Curtis,7.7,Love Actually?
2943,Brian Henson,7.7,The Muppet Christmas Carol?
2123,William Friedkin,7.7,Sorcerer?
4467,,7.7,Space: Above and Beyond?            
4516,Shane Meadows,7.7,Dead Man's Shoes?
3671,Scott Hicks,7.7,Shine?
3779,Brad Anderson,7.7,The Machinist?
890,Stanley Kubrick,7.7,Lolita?
332,Luc Besson,7.7,The Fifth Element?
1060,Ted Kotcheff,7.7,First Blood?
3356,James Frawley,7.7,The Muppet Movie?
889,Jean-Pierre Jeunet,7.7,A Very Long Engagement?
4449,William Cottrell,7.7,Snow White and the Seven Dwarfs?
2923,Nicholas Meyer,7.7,Star Trek II: The Wrath of Khan?
3009,Chuan Lu,7.7,City of Life and Death?
1429,Spike Lee,7.7,Malcolm X?
3542,Richard Linklater,7.7,Dazed and Confused?
3408,Tomm Moore,7.7,The Secret of Kells?
1980,Ron Maxwell,7.7,Gettysburg?
4965,Lisanne Pajot,7.7,Indie Game: The Movie?
2992,Paolo Sorrentino,7.7,The Great Beauty?
3425,Charles Binam¨¦,7.7,The Rocket: The Legend of Rocket Richard?
3719,Stephen Daldry,7.7,Billy Elliot?
1368,Ryan Coogler,7.7,Creed?
1197,David Fincher,7.7,The Social Network?
4257,Kimberly Peirce,7.6,Boys Don't Cry?
2538,Vadim Perelman,7.6,House of Sand and Fog?
4046,John Landis,7.6,Animal House?
1293,J.A. Bayona,7.6,The Impossible?
1538,Stephen Daldry,7.6,The Reader?
4998,Kevin Jordan,7.6,Smiling Fish & Goat on Fire?
3577,Tom Hooper,7.6,The Damned United?
4024,Luc Jacquet,7.6,March of the Penguins?
125,Chris Buck,7.6,Frozen?
83,Matt Reeves,7.6,Dawn of the Planet of the Apes?
186,Francis Lawrence,7.6,The Hunger Games: Catching Fire?
3469,Jane Campion,7.6,The Piano?
2523,Neil Burger,7.6,The Illusionist?
1524,Rob Reiner,7.6,A Few Good Men?
2533,Neil Burger,7.6,The Illusionist?
3925,Christopher Guest,7.6,Waiting for Guffman?
4255,Chia-Liang Liu,7.6,The Legend of Drunken Master?
3383,Mary Harron,7.6,American Psycho?
4254,George Miller,7.6,Mad Max 2: The Road Warrior?
115,Mike Newell,7.6,Harry Potter and the Goblet of Fire?
3501,Martin Scorsese,7.6,The Last Temptation of Christ?
1328,Alex Proyas,7.6,The Crow?
3500,Tom Ford,7.6,A Single Man?
946,Spike Lee,7.6,Inside Man?
2416,Paul Greengrass,7.6,United 93?
3894,Mike Figgis,7.6,Leaving Las Vegas?
917,Terrence Malick,7.6,The Thin Red Line?
3314,Mike Leigh,7.6,All or Nothing?
903,Baz Luhrmann,7.6,Moulin Rouge!?
3438,Jason Reitman,7.6,Thank You for Smoking?
2485,Alejandro Amen¨¢bar,7.6,The Others?
4970,Jason Miller,7.6,The Past is a Grotesque Animal?
1348,Norman Jewison,7.6,The Hurricane?
3876,Niki Caro,7.6,Whale Rider?
2178,Thea Sharrock,7.6,Me Before You?
940,Neil Jordan,7.6,Interview with the Vampire: The Vampire Chronicles?
3338,Mira Nair,7.6,The Namesake?
1369,Ben Affleck,7.6,The Town?
2475,Greg Mottola,7.6,Superbad?
895,Francis Ford Coppola,7.6,The Godfather: Part III?
2091,Jessie Nelson,7.6,I Am Sam?
4119,,7.6,The Grand?            
4150,Richard Donner,7.6,The Omen?
4179,Joe Cross,7.6,"Fat, Sick & Nearly Dead?"
2376,Brian Percival,7.6,The Book Thief?
4240,Petter N?ss,7.6,Elling?
3363,Danny Boyle,7.6,28 Days Later...?
184,Mark Osborne,7.6,Kung Fu Panda?
1400,Tim Burton,7.6,Batman?
956,Bennett Miller,7.6,Moneyball?
736,Michael Mann,7.6,Collateral?
3458,Dennis Gansel,7.6,The Wave?
3267,Stanley Kramer,7.6,"It's a Mad, Mad, Mad, Mad World?"
3268,Pedro Almod¨®var,7.6,Volver?
4200,Joshua Tickell,7.6,Fuel?
2429,Danny Boyle,7.6,127 Hours?
4196,Isabel Coixet,7.6,My Life Without Me?
4193,Alice Wu,7.6,Saving Face?
3365,Don Siegel,7.6,Escape from Alcatraz?
4189,Zach Braff,7.6,Garden State?
908,Robert Rodriguez,7.6,Grindhouse?
3993,Fred Zinnemann,7.6,The Nun's Story?
3690,Morten Tyldum,7.6,Headhunters?
3958,Peter H. Hunt,7.6,1776?
2680,Kathryn Bigelow,7.6,The Hurt Locker?
327,Yimou Zhang,7.6,The Flowers of War?
1651,Marc Forster,7.6,Stranger Than Fiction?
4733,Barry W. Blaustein,7.6,Beyond the Mat?
2259,Marc Forster,7.6,The Kite Runner?
4813,Sam Raimi,7.6,The Evil Dead?
1736,,7.6,12 Monkeys?            
236,George Lucas,7.6,Star Wars: Episode III - Revenge of the Sith?
3038,Tim Robbins,7.6,Dead Man Walking?
4523,Gareth Evans,7.6,The Raid: Redemption?
4416,Dror Moreh,7.6,The Gatekeepers?
3673,Clint Eastwood,7.6,High Plains Drifter?
1655,Martin Brest,7.6,Midnight Run?
1593,John McTiernan,7.6,The Hunt for Red October?
1925,Stephen Daldry,7.6,The Hours?
2652,Denzel Washington,7.6,The Great Debaters?
1648,Tim McCanlies,7.6,Secondhand Lions?
1038,Steven Soderbergh,7.6,Traffic?
1224,Steven Spielberg,7.6,Bridge of Spies?
260,,7.6,The A-Team?            
3056,Sam Raimi,7.6,Army of Darkness?
1629,Ted Demme,7.6,Blow?
4789,Kay Pollak,7.6,As It Is in Heaven?
3792,Eli Craig,7.6,Tucker and Dale vs Evil?
606,James Cameron,7.6,The Abyss?
2219,Stephen Frears,7.6,High Fidelity?
4410,Alfred Hitchcock,7.6,Spellbound?
2212,Gus Van Sant,7.6,Milk?
1170,Andrew Niccol,7.6,Lord of War?
479,,7.6,Bewitched?            
1762,Wes Anderson,7.6,The Royal Tenenbaums?
1644,Denis Villeneuve,7.6,Sicario?
470,David Ayer,7.6,Fury?
3743,John Sayles,7.6,Lone Star?
4590,Anthony Powell,7.6,Antarctica: A Year on Ice?
1749,Steven Spielberg,7.6,Indiana Jones and the Temple of Doom?
3588,Jerome Robbins,7.6,West Side Story?
658,Tom Hooper,7.6,Les Mis¨¦rables?
2803,Todd Field,7.6,Little Children?
4837,Pan Nalin,7.6,Ayurveda: Art of Being?
545,Steven Spielberg,7.6,Munich?
1067,Jonathan Frakes,7.6,Star Trek: First Contact?
365,John McTiernan,7.6,Die Hard with a Vengeance?
366,Guy Ritchie,7.6,Sherlock Holmes?
1194,Peter Berg,7.6,Lone Survivor?
651,Chris Wedge,7.6,Ice Age?
3705,Eugenio Derbez,7.6,Instructions Not Included?
2541,Rob Reiner,7.6,When Harry Met Sally...?
1894,Richard Donner,7.6,The Omen?
2027,Terry Gilliam,7.6,The Fisher King?
4436,Jaime Zevallos,7.6,Me You and Five Bucks?
2974,Yimou Zhang,7.6,House of Flying Daggers?
2953,Stephen Frears,7.6,Philomena?
414,Jean-Jacques Annaud,7.6,Enemy at the Gates?
2721,Shane Black,7.6,Kiss Kiss Bang Bang?
3692,Michael McGowan,7.6,Saint Ralph?
345,Rupert Wyatt,7.6,Rise of the Planet of the Apes?
655,Ron Howard,7.6,Apollo 13?
2567,Woody Allen,7.6,Radio Days?
4487,Giovanni Zelko,7.6,The Algerian?
2623,Tim Burton,7.5,Beetlejuice?
2930,Quentin Tarantino,7.5,Jackie Brown?
2442,Ang Lee,7.5,The Ice Storm?
3504,Phillip Noyce,7.5,Rabbit-Proof Fence?
1944,Dexter Fletcher,7.5,Eddie the Eagle?
2163,James Wan,7.5,The Conjuring?
4039,Laurent Cantet,7.5,The Class?
1958,Bill Paxton,7.5,The Greatest Game Ever Played?
827,Taylor Hackford,7.5,The Devil's Advocate?
1743,Richard Attenborough,7.5,Cry Freedom?
4528,Shimit Amin,7.5,Rocket Singh: Salesman of the Year?
537,,7.5,Constantine?            
3379,Doug Atchison,7.5,Akeelah and the Bee?
4043,Joshua Marston,7.5,Maria Full of Grace?
1175,,7.5,McHale's Navy?            
2434,Irwin Winkler,7.5,Life as a House?
1722,Andrew Dominik,7.5,The Assassination of Jesse James by the Coward Robert Ford?
521,Pierre Coffin,7.5,Despicable Me 2?
311,Tom Tykwer,7.5,Cloud Atlas?
5027,Jafar Panahi,7.5,The Circle?
3916,J.A. Bayona,7.5,The Orphanage?
1733,Greg Tiernan,7.5,Sausage Party?
4265,Shari Springer Berman,7.5,American Splendor?
20,Peter Jackson,7.5,The Hobbit: The Battle of the Five Armies?
4674,George Lucas,7.5,American Graffiti?
3486,Don Kempf,7.5,Michael Jordan to the Max?
8,Joss Whedon,7.5,Avengers: Age of Ultron?
2719,Tommy Lee Jones,7.5,Three Burials?
424,Edgar Wright,7.5,Scott Pilgrim vs. the World?
1140,Barry Levinson,7.5,Sleepers?
4678,Leslie Small,7.5,Kevin Hart: Laugh at My Pain?
1840,Kevin Costner,7.5,Open Range?
3477,George Clooney,7.5,"Good Night, and Good Luck.?"
3957,Aleksandr Veledinskiy,7.5,The Geographer Drank His Globe Away?
2702,,7.5,The Dead Zone?            
3976,Andrucha Waddington,7.5,House of Sand?
362,Tony Bancroft,7.5,Mulan?
3463,Jason Reitman,7.5,Juno?
4645,Ryan Coogler,7.5,Fruitvale Station?
5039,,7.5,The Following?            
1865,Fernando Meirelles,7.5,The Constant Gardener?
2758,Gilles Paquet-Brenner,7.5,Sarah's Key?
2249,Mike Binder,7.5,Reign Over Me?
9,David Yates,7.5,Harry Potter and the Half-Blood Prince?
3988,Albert Hughes,7.5,Menace II Society?
4729,Marilyn Agrelo,7.5,Mad Hot Ballroom?
4557,Jason Reitman,7.5,Juno?
4936,Tobe Hooper,7.5,The Texas Chain Saw Massacre?
3396,James Ivory,7.5,Howards End?
2275,Woody Allen,7.5,Bullets Over Broadway?
114,David Yates,7.5,Harry Potter and the Order of the Phoenix?
4548,Davis Guggenheim,7.5,An Inconvenient Truth?
1758,Gavin O'Connor,7.5,Miracle?
4941,Michael Moore,7.5,Roger & Me?
3516,Lynne Ramsay,7.5,We Need to Talk About Kevin?
1933,Richard Fleischer,7.5,Tora! Tora! Tora!?
1143,Norman Ferguson,7.5,Pinocchio?
1931,Shekhar Kapur,7.5,Elizabeth?
2412,,7.5,The O.C.?            
3999,Bill Condon,7.5,Gods and Monsters?
1930,Kirsten Sheridan,7.5,August Rush?
326,Martin Scorsese,7.5,Gangs of New York?
3995,Alfred Hitchcock,7.5,Frenzy?
3733,Richard Glatzer,7.5,Still Alice?
2138,Richard LaGravenese,7.5,Freedom Writers?
2995,Kar-Wai Wong,7.5,2046?
4904,Justin Dillon,7.5,Call + Response?
3852,Oliver Stone,7.5,Salvador?
2354,John Curran,7.5,The Painted Veil?
1523,Warren Beatty,7.5,Reds?
3293,John Landis,7.5,Trading Places?
3808,William H. Macy,7.5,Rudderless?
2303,,7.5,Perception?            
2322,Charlie Kaufman,7.5,"Synecdoche, New York?"
4381,Todd Field,7.5,In the Bedroom?
2204,Alejandro G. I?¨¢rritu,7.5,Babel?
2490,Alexander Payne,7.5,Sideways?
4788,Whit Stillman,7.5,Metropolitan?
3800,,7.5,Saving Grace?            
1635,Steve Box,7.5,The Curse of the Were-Rabbit?
2184,Ava DuVernay,7.5,Selma?
4890,Tom Putnam,7.5,Burn?
1507,Alejandro G. I?¨¢rritu,7.5,Biutiful?
593,,7.5,Sleepy Hollow?            
4661,Todd Solondz,7.5,Welcome to the Dollhouse?
656,Paul Verhoeven,7.5,Total Recall?
4247,Terence Young,7.5,From Russia with Love?
3271,Richard Loncraine,7.5,Richard III?
4818,Doug Block,7.5,51 Birch Street?
2206,John Patrick Shanley,7.5,Doubt?
4242,Jaume Balaguer¨®,7.5,[Rec]?
2059,Dexter Fletcher,7.5,Eddie the Eagle?
4352,Wes Craven,7.5,A Nightmare on Elm Street?
3597,Christopher Guest,7.5,Best in Show?
3275,Kriv Stenders,7.5,Red Dog?
4997,David Gordon Green,7.5,George Washington?
177,,7.5,Miami Vice?            
1007,,7.5,Twisted?            
1611,Edward Zwick,7.5,Legends of the Fall?
3278,Tobe Hooper,7.5,The Texas Chain Saw Massacre?
4368,Khyentse Norbu,7.5,Travelers and Magicians?
2601,Chris Columbus,7.5,Home Alone?
257,Martin Scorsese,7.5,The Aviator?
4836,Florence Ayisi,7.5,Sisters in Law?
57,Justin Lin,7.5,Star Trek Beyond?
1011,Alan Parker,7.5,The Life of David Gale?
1203,Francis Ford Coppola,7.5,Bram Stoker's Dracula?
1428,John Lee Hancock,7.5,Saving Mr. Banks?
1420,Wes Craven,7.5,A Nightmare on Elm Street?
694,Tom Tykwer,7.5,Perfume: The Story of a Murderer?
3583,Michael Moore,7.5,Fahrenheit 9/11?
4767,Patrick Gilles,7.5,America Is Still the Place?
3020,Akira Kurosawa,7.5,Madadayo?
210,Bryan Singer,7.5,X-Men 2?
3900,,7.5,Saving Grace?            
4233,Tay Garnett,7.5,The Valley of Decision?
3015,Timothy Hines,7.5,10 Days in a Madhouse?
2329,Kurt Wimmer,7.5,Equilibrium?
3004,Marco Kreuzpaintner,7.5,Trade?
202,Chris Columbus,7.5,Harry Potter and the Sorcerer's Stone?
70,Martin Scorsese,7.5,Hugo?
1552,Duncan Jones,7.5,Source Code?
2616,Michael Apted,7.5,Coal Miner's Daughter?
4276,Jim Jarmusch,7.5,Ghost Dog: The Way of the Samurai?
199,Matt Birch,7.5,Harry Potter and the Deathly Hallows: Part II?
3790,Errol Morris,7.5,Standard Operating Procedure?
1645,Antoine Fuqua,7.5,Southpaw?
4412,Vincent Gallo,7.5,Buffalo '66?
3047,John Crowley,7.5,Brooklyn?
2086,Clint Eastwood,7.5,The Bridges of Madison County?
214,Paul Verhoeven,7.5,Total Recall?
2509,Sam Raimi,7.5,A Simple Plan?
3107,Carol Reed,7.5,Oliver!?
1659,,7.5,The Family?            
1558,David Cronenberg,7.5,A History of Violence?
3031,Jonathan Lynn,7.5,My Cousin Vinny?
4973,Darren Aronofsky,7.5,Pi?
1205,Brian Helgeland,7.5,42?
3349,Ken Loach,7.5,The Wind That Shakes the Barley?
212,Guy Ritchie,7.5,Sherlock Holmes: A Game of Shadows?
3848,Lana Wachowski,7.4,Bound?
3615,Raymond De Felitta,7.4,City Island?
1113,Julie Taymor,7.4,Across the Universe?
3478,Bennett Miller,7.4,Capote?
3825,Jeff Nichols,7.4,Take Shelter?
2326,John Hillcoat,7.4,The Proposition?
3683,Gaspar No¨¦,7.4,Irreversible?
3830,Sam Peckinpah,7.4,Pat Garrett & Billy the Kid?
5029,Kiyoshi Kurosawa,7.4,The Cure?
3819,Jir¨ª Menzel,7.4,I Served the King of England?
983,David Dobkin,7.4,The Judge?
1281,Martin Scorsese,7.4,Mean Streets?
5022,Jim Chuchu,7.4,Stories of Our Lives?
3845,John Huston,7.4,Moby Dick?
3775,Peter Jackson,7.4,Heavenly Creatures?
1192,Joel Schumacher,7.4,A Time to Kill?
970,Michael Bay,7.4,13 Hours?
3912,John Huston,7.4,The Misfits?
3509,,7.4,Dark Angel?            
3541,Robert C. Cooper,7.4,Stargate: The Ark of Truth?
1081,Rob Reiner,7.4,The Bucket List?
2287,Woody Allen,7.4,Deconstructing Harry?
3789,Feroz Abbas Khan,7.4,"Gandhi, My Father?"
1265,,7.4,Arthur?            
1048,Iain Softley,7.4,K-PAX?
3718,Kevin Smith,7.4,Clerks II?
953,Glenn Ficarra,7.4,"Crazy, Stupid, Love.?"
3567,Matthew Vaughn,7.4,Layer Cake?
2292,Frank Oz,7.4,Death at a Funeral?
4994,Patrick Meaney,7.4,The Image Revolution?
3641,Fred Zinnemann,7.4,Julia?
2265,Michael Moore,7.4,Capitalism: A Love Story?
1201,Robert Zemeckis,7.4,Back to the Future Part III?
2355,Uli Edel,7.4,The Baader Meinhof Complex?
1037,Richard Curtis,7.4,Pirate Radio?
2308,Mike Leigh,7.4,Topsy-Turvy?
2309,Alejandro Monteverde,7.4,Little Boy?
3674,Terry Zwigoff,7.4,Ghost World?
3720,Nat Faxon,7.4,The Way Way Back?
3589,Harold Ramis,7.4,Caddyshack?
2761,Lars von Trier,7.4,Manderlay?
4882,Dan Curtis,7.4,The Love Letter?
3150,Jeff Nichols,7.4,Mud?
4273,Miranda July,7.4,Me and You and Everyone We Know?
4269,Elia Kazan,7.4,Gentleman's Agreement?
3168,Stephen Frears,7.4,Dirty Pretty Things?
4842,Julie Taymor,7.4,Across the Universe?
4502,L¨¦a Pool,7.4,"Pink Ribbons, Inc.?"
4735,Siddiq Barmak,7.4,Osama?
2534,Oliver Stone,7.4,Wall Street?
4732,Patrick Creadon,7.4,Wordplay?
194,Steven Spielberg,7.4,The Adventures of Tintin?
2926,Peter Weir,7.4,Witness?
4249,,7.4,In the Heat of the Night?            
2520,Wayne Kramer,7.4,Running Scared?
185,Peyton Reed,7.4,Ant-Man?
4543,Derek Cianfrance,7.4,Blue Valentine?
4544,Duncan Tucker,7.4,Transamerica?
1759,Zack Snyder,7.4,Dawn of the Dead?
2504,Niki Caro,7.4,"McFarland, USA?"
1496,Robert Zemeckis,7.4,The Walk?
1471,Curtis Hanson,7.4,Wonder Boys?
173,Peter Weir,7.4,Master and Commander: The Far Side of the World?
2620,Harold Ramis,7.4,National Lampoon's Vacation?
4562,Morgan Neville,7.4,20 Feet from Stardom?
2905,Craig Gillespie,7.4,Lars and the Real Girl?
4176,Hao Ning,7.4,Silver Medallist?
772,Clint Eastwood,7.4,Invictus?
3157,Theodore Witcher,7.4,Love Jones?
2660,George Armitage,7.4,Grosse Pointe Blank?
2895,Jean-Jacques Annaud,7.4,Quest for Fire?
2945,Julie Taymor,7.4,Frida?
4773,Darren Lynn Bousman,7.4,Alleluia! The Devil's Carnival?
3037,Adam Shankman,7.4,A Walk to Remember?
575,David Silverman,7.4,The Simpsons Movie?
4463,Ham Tran,7.4,Journey from the Fall?
1642,Tim Burton,7.4,Corpse Bride?
4406,Noah Baumbach,7.4,The Squid and the Whale?
4401,Zack Snyder,7.4,Dawn of the Dead?
4389,John Ford,7.4,She Wore a Yellow Ribbon?
3063,Ethan Coen,7.4,Inside Llewyn Davis?
3069,Tobe Hooper,7.4,Poltergeist?
4379,Patricia Riggen,7.4,Under the Same Moon?
2603,Sydney Pollack,7.4,Tootsie?
1615,Rian Johnson,7.4,Looper?
1612,Jason Reitman,7.4,Up in the Air?
3088,Eric Lartigau,7.4,La Famille B¨¦lier?
285,Chris Columbus,7.4,Harry Potter and the Chamber of Secrets?
528,Michael Bay,7.4,The Rock?
526,Bryan Singer,7.4,X-Men?
4323,Simon Napier-Bell,7.4,"To Be Frank, Sinatra at 100?"
645,,7.4,Last Man Standing?            
2948,John Dahl,7.4,Rounders?
653,Steven Spielberg,7.4,Lincoln?
4300,Michael Dowse,7.4,It's All Gone Pete Tong?
4490,Mira Nair,7.4,Monsoon Wedding?
3120,Kevin Smith,7.4,Dogma?
4170,Pawel Pawlikowski,7.4,Ida?
3302,Michael O. Sajbel,7.4,The Ultimate Gift?
1797,Nick Cassavetes,7.4,My Sister's Keeper?
880,Joel Schumacher,7.4,The Phantom of the Opera?
1815,Wolfgang Petersen,7.4,The NeverEnding Story?
135,Christopher McQuarrie,7.4,Mission: Impossible - Rogue Nation?
4057,James Ivory,7.4,A Room with a View?
4053,Kirk Jones,7.4,Waking Ned Devine?
3374,Kenneth Branagh,7.4,Much Ado About Nothing?
4588,Rohit Jagessar,7.4,Guiana 1838?
4035,Alejandro Monteverde,7.4,Bella?
4933,Michel Orion Scott,7.4,The Horse Boy?
2710,Dan Curtis,7.4,The Love Letter?
2134,Frank Oz,7.4,Death at a Funeral?
2828,,7.4,The Border?            
3409,John Carney,7.4,Begin Again?
1843,Richard Attenborough,7.4,A Bridge Too Far?
4911,Chris Marker,7.4,The Case of the Grinning Cat?
2825,Philip Kaufman,7.4,Quills?
2822,Todd Haynes,7.4,Far from Heaven?
3434,Bruce Beresford,7.4,Driving Miss Daisy?
4647,James Algar,7.4,Bambi?
1338,John Woo,7.4,Red Cliff?
907,F. Gary Gray,7.4,Law Abiding Citizen?
4952,Jean-Luc Godard,7.4,Une Femme Mari¨¦e?
4665,Daniel Davila,7.4,Harrison Montgomery?
375,Robert Zemeckis,7.4,Contact?
912,Kathryn Bigelow,7.4,Zero Dark Thirty?
919,Milos Forman,7.4,Man on the Moon?
4957,David Lynch,7.4,Eraserhead?
2440,Brian De Palma,7.4,Blow Out?
1682,Paul Haggis,7.4,The Next Three Days?
4087,,7.4,Deadline Gallipoli?            
4120,Marco Kreuzpaintner,7.4,Summer Storm?
1800,Richard Eyre,7.4,Notes on a Scandal?
1415,Anthony Minghella,7.4,The English Patient?
1438,Tobe Hooper,7.4,Poltergeist?
155,Brad Bird,7.4,Mission: Impossible - Ghost Protocol?
4162,Carroll Ballard,7.4,The Black Stallion?
4135,John Boorman,7.4,Point Blank?
4580,Scandar Copti,7.4,Ajami?
4896,Doug Liman,7.4,Swingers?
4581,Goran Dukic,7.4,Wristcutters: A Love Story?
1799,David Lean,7.4,A Passage to India?
2096,Richard Attenborough,7.4,Shadowlands?
4100,Noah Baumbach,7.4,Frances Ha?
2455,Bruce Beresford,7.4,Mao's Last Dancer?
4702,Bill Benenson,7.4,The Hadza: Last of the First?
4701,Chris Atkins,7.4,Starsuckers?
4154,Craig Brewer,7.4,Hustle & Flow?
2997,Carroll Ballard,7.3,Duma?
1690,Niki Caro,7.3,North Country?
3652,C¨¦dric Klapisch,7.3,L'auberge espagnole?
1888,Lasse Hallstr?m,7.3,Chocolat?
2622,Stephen Frears,7.3,The Queen?
2879,Patrice Leconte,7.3,The Widow of Saint-Pierre?
1976,John Carpenter,7.3,Big Trouble in Little China?
2625,Gillian Armstrong,7.3,Little Women?
1969,Alan Parker,7.3,Angela's Ashes?
2913,Don Bluth,7.3,The Land Before Time?
1763,James Mangold,7.3,Identity?
1709,Richard J. Lewis,7.3,Barney's Version?
2813,Costa-Gavras,7.3,Amen.?
3651,David Cronenberg,7.3,Videodrome?
2677,Derek Cianfrance,7.3,The Place Beyond the Pines?
3616,John Michael McDonagh,7.3,The Guard?
1147,Gus Van Sant,7.3,Finding Forrester?
1941,John Wells,7.3,August: Osage County?
2832,Barry Levinson,7.3,"Good Morning, Vietnam?"
2843,Theodore Melfi,7.3,St. Vincent?
2222,Roger Donaldson,7.3,The Bank Job?
2876,Olivier Assayas,7.3,"Paris, je t'aime?"
2253,Robert Rodriguez,7.3,From Dusk Till Dawn?
2896,Denzel Washington,7.3,Antwone Fisher?
1952,Paul Thomas Anderson,7.3,Punch-Drunk Love?
1185,David O. Russell,7.3,American Hustle?
1322,Joel Coen,7.3,The Hudsucker Proxy?
1670,Stephen J. Anderson,7.3,Winnie the Pooh?
1411,Martin Scorsese,7.3,Cape Fear?
3571,Hans Petter Moland,7.3,Aberdeen?
3566,Steve McQueen,7.3,Shame?
1446,Michael Ritchie,7.3,The Bad News Bears?
3561,Doug Liman,7.3,Go?
3332,Scott Cooper,7.3,Crazy Heart?
3337,Alexander Payne,7.3,Election?
2171,Alexander Payne,7.3,The Descendants?
3348,Vipul Amrutlal Shah,7.3,Namastey London?
3546,Max F?rberb?ck,7.3,Aimee & Jaguar?
2089,Lasse Hallstr?m,7.3,The Hundred-Foot Journey?
3540,Clint Eastwood,7.3,Pale Rider?
2452,Guy Ritchie,7.3,RocknRolla?
2451,Sergey Bodrov,7.3,Mongol: The Rise of Genghis Khan?
2125,Laurent Tirard,7.3,Moli¨¨re?
1452,Mike Nichols,7.3,Closer?
2127,Tony Gilroy,7.3,Michael Clayton?
2415,Woody Allen,7.3,Blue Jasmine?
3398,Duke Johnson,7.3,Anomalisa?
3399,Mike Leigh,7.3,Another Year?
1366,Gary Fleder,7.3,The Express?
2411,Robert Altman,7.3,Gosford Park?
3491,Rick Famuyiwa,7.3,Dope?
1357,Lee Daniels,7.3,Precious?
3437,David Oelhoffen,7.3,Far from Men?
3440,Lone Scherfig,7.3,An Education?
3476,Baz Luhrmann,7.3,The Great Gatsby?
2394,Larry Charles,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan?
1314,Danny Boyle,7.3,Sunshine?
3327,Ma?wenn,7.3,Polisse?
3318,Ole Christian Madsen,7.3,Flame and Citron?
1206,Anthony Minghella,7.3,The Talented Mr. Ripley?
2393,Penny Marshall,7.3,Big?
2609,,7.3,Scream: The TV Series?            
1208,Frank Marshall,7.3,Eight Below?
3042,Gina Prince-Bythewood,7.3,The Secret Life of Bees?
1989,John Hillcoat,7.3,The Road?
3053,Bill Paxton,7.3,Frailty?
3054,Simon Curtis,7.3,Woman in Gold?
3602,Christopher Guest,7.3,A Mighty Wind?
2600,Martin Brest,7.3,Beverly Hills Cop?
3096,Lee Daniels,7.3,Precious?
2588,Gaspar No¨¦,7.3,Enter the Void?
2013,Sergey Bondarchuk,7.3,Waterloo?
3108,John Madden,7.3,The Best Exotic Marigold Hotel?
2018,Leonard Nimoy,7.3,Star Trek IV: The Voyage Home?
1576,Robert Zemeckis,7.3,Flight?
3283,Ferzan Ozpetek,7.3,Loose Cannons?
